sku,make,model,part_name,category,catalog_part_number,oem_number,catalog_page,photo_status,image_path,landing_page,source_verification
PGE-KIK-116,Kikusui,HERCULES,UPPER/LOWER PRE-COMPRESSION ROLL,Pressure Rolls & Components,KH-RR-302,Not listed in source catalog,15,Catalog photo,/assets/images/parts/kikusui/pge-kik-116.webp,/parts/pge-kik-116/,Verified — index and product page agree
PGE-KIK-117,Kikusui,HERCULES,UPPER/LOWER PRE- COMPRESSION ROLL END CAP,Pressure Rolls & Components,KH-RR-302-1,Not listed in source catalog,15,Catalog photo,/assets/images/parts/kikusui/pge-kik-117.webp,/parts/pge-kik-117/,Verified — index and product page agree
PGE-KIK-118,Kikusui,HERCULES,DISCHARGE RAIL,Product Control,KH-20,Not listed in source catalog,15,Catalog photo,/assets/images/parts/kikusui/pge-kik-118.webp,/parts/pge-kik-118/,Verified — index and product page agree
PGE-KIK-119,Kikusui,LIBRA,EJECTION CAM,Lower Cam Tracks,KL-23,G-7,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-119.webp,/parts/pge-kik-119/,Verified — index and product page agree
PGE-KIK-120,Kikusui,LIBRA,UPPER COMPRESSION SHAFT,Pressure Rolls & Components,K-AWI,Not listed in source catalog,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-120.webp,/parts/pge-kik-120/,Verified — index and product page agree
PGE-KIK-121,Kikusui,LIBRA,UPPER PRE-COMPRESSION. SHAFT,Pressure Rolls & Components,K-R55,R55,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-121.webp,/parts/pge-kik-121/,Verified — index and product page agree
PGE-KIK-122,Kikusui,LIBRA,UPPER/LOWER PRE-MAIN ROLL SHAFT,Pressure Rolls & Components,K-R6,"014-R-006, R6",16,Catalog photo,/assets/images/parts/kikusui/pge-kik-122.webp,/parts/pge-kik-122/,Verified — index and product page agree
PGE-KIK-123,Kikusui,LIBRA,LOWER MAIN COMPRESSION ROLL SHAFT.,Pressure Rolls & Components,K-R7,R7,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-123.webp,/parts/pge-kik-123/,Verified — index and product page agree
PGE-KIK-124,Kikusui,LIBRA,LOWER PRE-COMPRESSION SHAFT,Pressure Rolls & Components,K-R8,R8,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-124.webp,/parts/pge-kik-124/,Verified — index and product page agree
PGE-KIK-125,Kikusui,LIBRA,DISCHARGE RAIL,Product Control,KL-17,G-17,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-125.webp,/parts/pge-kik-125/,Verified — index and product page agree
PGE-KIK-126,Kikusui,LIBRA,FEEDER PAN,Product Control,KL-1F,AF-1,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-126.webp,/parts/pge-kik-126/,Verified — index and product page agree
PGE-KIK-127,Kikusui,LIBRA,FEEDER PAN (300 SERIES STAINLESS),Product Control,KL-1F/1,AF-1,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-127.webp,/parts/pge-kik-127/,Verified — index and product page agree
PGE-KIK-128,Kikusui,LIBRA,MODIFIED FEEDER PAN WITH 11 MM SLOT,Product Control,KL-1F/2,Not listed in source catalog,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-128.webp,/parts/pge-kik-128/,Verified — index and product page agree
PGE-KIK-129,Kikusui,LIBRA,WEAR STRIP SET,Product Control,KL-1F/WST,Not listed in source catalog,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-129.webp,/parts/pge-kik-129/,Verified — index and product page agree
PGE-KIK-130,Kikusui,LIBRA,FEEDER FRAME UPPER SECTION - 1 PIECE,Product Control,KL-1F40,AF1-01040,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-130.webp,/parts/pge-kik-130/,Verified — index and product page agree
PGE-KIK-131,Kikusui,LIBRA,FEEDER FRAME UPPER - 2 PIECE SECTION,Product Control,KL-1F40/2,AF1-01040,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-131.webp,/parts/pge-kik-131/,Verified — index and product page agree
PGE-KIK-132,Kikusui,LIBRA,DRIVE SHAFT,Product Control,KL-42,AF-42,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-132.webp,/parts/pge-kik-132/,Verified — index and product page agree
PGE-KIK-133,Kikusui,LIBRA,FEED FRAME WITH WEAR STRIP,Product Control,KL-J010,Not listed in source catalog,16,Catalog photo,/assets/images/parts/kikusui/pge-kik-133.webp,/parts/pge-kik-133/,Verified — index and product page agree
PGE-KIK-134,Kikusui,LIBRA,TABLET KNOCK-OFF ASSEMBLY,Product Control,K-W20,OA-W-20,17,Catalog photo,/assets/images/parts/kikusui/pge-kik-134.webp,/parts/pge-kik-134/,Verified — index and product page agree
PGE-KIK-135,Kikusui,LIBRA,FEEDER PAN - WIDE STRIP,Product Control,KL-1F-WS,AF-1,17,Photo not available,,/parts/pge-kik-135/,Verified — index and product page agree
PGE-KIK-136,Kikusui,LIBRA,WEAR STRIP - FEEDER PAN,Product Control,KL-J010/WST,Not listed in source catalog,17,Catalog photo,/assets/images/parts/kikusui/pge-kik-136.webp,/parts/pge-kik-136/,Verified — index and product page agree
PGE-KIK-137,Kikusui,LIBRA,WEAR STRIP SET INCLUDES EXIT PLATE,Product Control,KL-1F/2WST,Not listed in source catalog,17,Photo not available,,/parts/pge-kik-137/,Verified — index and product page agree
PGE-KIK-138,Kikusui,LIBRA,DIE LOCK SCREW,Turret Hardware,DL-11,D37-3,17,Catalog photo,/assets/images/parts/kikusui/pge-kik-138.webp,/parts/pge-kik-138/,Verified — index and product page agree
PGE-KIK-139,Kikusui,LIBRA,PUNCH GUIDE SEAL “B” TOOLING,Turret Hardware,K-75N,Not listed in source catalog,17,Catalog photo,/assets/images/parts/kikusui/pge-kik-139.webp,/parts/pge-kik-139/,Verified — index and product page agree
PGE-KIK-140,Kikusui,LIBRA,DIE LOCK ASSEMBLY,Turret Hardware,DL-40,Not listed in source catalog,17,Photo not available,,/parts/pge-kik-140/,Verified — index and product page agree
PGE-KIK-141,Kikusui,LIBRA,36 STATION TURRET ASSEMBLY* - NEW STYLE (BOLT ON MOUNT),Turrets,KL-36T/1,Not listed in source catalog,17,Stock photo,,/parts/pge-kik-141/,Reviewed — product-page value used
PGE-KIK-142,Kikusui,LIBRA,36 STATION TURRET ASSEMBLY* - (OLD STYLE KEYED ON MOUNT),Turrets,KL-36T,Not listed in source catalog,17,Stock photo,,/parts/pge-kik-142/,Reviewed — product-page value used
PGE-KIK-143,Kikusui,NEW GEMINI,SENSOR BRACKET,Other,KG-EL-SB1,Not listed in source catalog,18,Catalog photo,/assets/images/parts/kikusui/pge-kik-143.webp,/parts/pge-kik-143/,Verified — index and product page agree
PGE-KIK-144,Kikusui,NEW GEMINI,UPPER PUNCH GUIDE RAIL COVER,Upper Cam Tracks,KG-Q-60,Not listed in source catalog,18,Catalog photo,/assets/images/parts/kikusui/pge-kik-144.webp,/parts/pge-kik-144/,Verified — index and product page agree
PGE-KIK-145,Kikusui,NEW GEMINI,UPPER PUNCH GUIDE RAIL COVER - LUBE SIDE,Upper Cam Tracks,KG-Q-61,Not listed in source catalog,18,Catalog photo,/assets/images/parts/kikusui/pge-kik-145.webp,/parts/pge-kik-145/,Verified — index and product page agree
PGE-KIK-146,Kikusui,NEW GEMINI 855,SAFETY CAM FOR UPWARD GUIDE RAIL- BRONZE,Lower Cam Tracks,K-G-20,G-20,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-146.webp,/parts/pge-kik-146/,Verified — index and product page agree
PGE-KIK-147,Kikusui,NEW GEMINI 855,RAIL LOWER PUNCH DISCHARGE - BRONZE,Lower Cam Tracks,K-G-24,G-24,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-147.webp,/parts/pge-kik-147/,Reviewed — product-page value used
PGE-KIK-148,Kikusui,NEW GEMINI 855,LOWERING SAFETY RAIL - DELRIN,Lower Cam Tracks,K-G-57,G-57,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-148.webp,/parts/pge-kik-148/,Reviewed — product-page value used
PGE-KIK-149,Kikusui,NEW GEMINI 855,DIE SET RAIL,Lower Cam Tracks,KG-G-59,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-149.webp,/parts/pge-kik-149/,Verified — index and product page agree
PGE-KIK-150,Kikusui,NEW GEMINI 855,TIGHT PUNCH CAM FOR VOLUME RAIL,Lower Cam Tracks,KG-Q-34,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-150.webp,/parts/pge-kik-150/,Verified — index and product page agree
PGE-KIK-151,Kikusui,NEW GEMINI 855,PLATE ON LOAD CELL (PRE COMP),Pressure Rolls & Components,KG-AW-5-QT,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-151.webp,/parts/pge-kik-151/,Verified — index and product page agree
PGE-KIK-152,Kikusui,NEW GEMINI 855,AGITATOR DRIVE GEAR,Product Control,KG-AF-13,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-152.webp,/parts/pge-kik-152/,Verified — index and product page agree
PGE-KIK-153,Kikusui,NEW GEMINI 855,AGITATOR MAIN DRIVE GEAR,Product Control,KG-AF-18,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-153.webp,/parts/pge-kik-153/,Verified — index and product page agree
PGE-KIK-154,Kikusui,NEW GEMINI 855,AGITATOR DRIVE MID GEAR,Product Control,KG-AF-27,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-154.webp,/parts/pge-kik-154/,Verified — index and product page agree
PGE-KIK-155,Kikusui,NEW GEMINI 855,HOPPER POWDER SHUTTER,Product Control,KG-N-6,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-155.webp,/parts/pge-kik-155/,Verified — index and product page agree
PGE-KIK-156,Kikusui,NEW GEMINI 855,UPPER PUNCH CAM ASSEMBLY TSM B,Upper Cam Tracks,KG-48-1/A-QT,Not listed in source catalog,19,Photo not available,,/parts/pge-kik-156/,Reviewed — product-page value used
PGE-KIK-157,Kikusui,NEW GEMINI 855,UPPER PUNCH GUIDE RAIL,Upper Cam Tracks,KG-G-58,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-157.webp,/parts/pge-kik-157/,Verified — index and product page agree
PGE-KIK-158,Kikusui,NEW GEMINI 855,UPPER PUNCH GUIDE RAIL,Upper Cam Tracks,KG-G-58-QT,Not listed in source catalog,19,Catalog photo,/assets/images/parts/kikusui/pge-kik-158.webp,/parts/pge-kik-158/,Verified — index and product page agree
