sku,current_name,make,retained_model_folder,review_status,publication_decision,approved_part_name,approved_model,verified_oem,catalog_page,pdf_page,source_url,evidence_notes,approved_for_publication
PGE-MAN-048,Pressure Roller Pin,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-049,Pressure Roller,Manesty,betapress,verified_exact_name_unique_oem,verified,Pressure Roller,BETAPRESS,40113,55,145,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 55; OEM 40113. No third-party replacement number is stored or published.",yes
PGE-MAN-050,Right Hand Lower Cam Track Guard,Manesty,betapress,verified_exact_name_unique_oem,verified,Right Hand Lower Cam Track Guard,BETAPRESS,44020,52,144,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 52; OEM 44020. No third-party replacement number is stored or published.",yes
PGE-MAN-051,Roll Carrier Bushing,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-052,Roll Carrier Pin,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-053,Rotary Feeder Bushes,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-054,Rotary Feeder Paddle,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-055,Round Nut,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-056,Scraper Blade,Manesty,betapress,verified_exact_name_unique_oem,verified,Scraper Blade,BETAPRESS,44440,56,145,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 56; OEM 44440. No third-party replacement number is stored or published.",yes
PGE-MAN-057,Scraper Bracket Cover,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-058,Scraper Plate - Stainless Steel - Short,Manesty,betapress,no_exact_catalog_match,verified,Scraper Plate - Stainless Steel - Short,Betapress,44469,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 44469 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-059,Spacer Under Turret,Manesty,betapress,verified_exact_name_unique_oem,verified,Spacer Under Turret,BETAPRESS,44113,62,146,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 62; OEM 44113. No third-party replacement number is stored or published.",yes
PGE-MAN-060,Spring Housing,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-061,Suction Nozzle,Manesty,betapress,verified_exact_name_unique_oem,verified,Suction Nozzle,BETAPRESS,44589,58,145,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 58; OEM 44589. No third-party replacement number is stored or published.",yes
PGE-MAN-062,Support Bracket For Feeder Base,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-063,Support Bracket For Feeder Column 1,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-064,Support Bracket For Feeder Column 2,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-065,Support Bracket For Feeder Pillar,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-066,Support Bracket For Feeder Plate,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-067,Support Pillar Nut,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-068,Tablet Thickness Handwheel,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-069,Take Off Chute,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-070,Take Off Plate,Manesty,betapress,verified_exact_name_unique_oem,verified,Take-Off Plate,BETAPRESS,44663,58,145,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 58; OEM 44663. No third-party replacement number is stored or published.",yes
PGE-MAN-071,Tamping Roll With Bushing Installed,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-072,Tamping Rolls,Manesty,betapress,verified_exact_name_unique_oem,verified,Tamping Rolls,BETAPRESS,44117,55,144,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 55; OEM 44117. No third-party replacement number is stored or published.",yes
PGE-MAN-073,Tufnol Support Plate,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-074,Turret 23 Station,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-075,Universal Coupling,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-076,Upper Cam Track Body,Manesty,betapress,verified_exact_name_unique_oem,verified,Upper Cam Track Body,BETAPRESS,44017,64,146,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 64; OEM 44017. No third-party replacement number is stored or published.",yes
PGE-MAN-077,Upper Lifting Cam,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-078,Upper Lowering Cam Eu B,Manesty,betapress,exact_name_model_conflict,unresolved,,,,50,143,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-079,Upper Tamping Roll Bracket,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-080,Upper Tamping Roll Pin,Manesty,betapress,verified_exact_name_unique_oem,verified,Upper Tamping Roll Pin,BETAPRESS,44118,55,144,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 55; OEM 44118. No third-party replacement number is stored or published.",yes
PGE-MAN-081,Vari Speed Pulley,Manesty,betapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-082,Weight Adjusting Ramp,Manesty,betapress,verified_exact_name_unique_oem,verified,Weight Adjusting Ramp,BETAPRESS,44127,65,147,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 65; OEM 44127. No third-party replacement number is stored or published.",yes
PGE-MAN-083,Bracket For Oil Bottle,Manesty,betapress-express,verified_exact_name_same_oem_multiple_models,verified,Bracket For Oil Bottle,BETAPRESS,44614,61,146,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 61; OEM 44614. No third-party replacement number is stored or published.",yes
PGE-MAN-084,Inlet Bowl Cover,Manesty,betapress-express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-085,Die Lock Screws 10 Piece Pack,Manesty,d3b,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-086,31T Spiral Gear,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-087,Armature Hub,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-088,Bottom Spacing Washer,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-089,Cam Spacing Sleeve,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-090,Compensating Cam Spindle,Manesty,express,verified_exact_name_unique_oem,verified,Compensating Cam Spindle,EXPRESS,48527,80,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 80; OEM 48527. No third-party replacement number is stored or published.",yes
PGE-MAN-091,Control Cam D Ejection,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-092,Control Cam Ejection,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-093,Cover Over Scraper Bracket,Manesty,express,verified_exact_name_unique_oem,verified,Cover Over Scraper Bracket,EXPRESS,48639,84,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 84; OEM 48639. No third-party replacement number is stored or published.",yes
PGE-MAN-094,Drive Belt,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-095,Driving Pinion,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-096,Ejection Cam Us B Bronze,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-097,Ejection Cam Us B Steel,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-098,Feed Frame,Manesty,express,verified_exact_name_unique_oem,verified,Feed Frame,EXPRESS,48600,83,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 83; OEM 48600. No third-party replacement number is stored or published.",yes
PGE-MAN-099,Feeder Gear 85 T,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-100,Feeder Inter Gear 28T,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-101,Field Magnet 24V,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-102,Fill Cam 11 16 Fill B,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-103,Fill Cam 3 8 Fill B,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-104,Fill Cam 5 16 Fill D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-105,Fill Cam 9 16 Fill D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-106,Fill Cam Ipt B 3 8 Fill,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-107,Front Rear Lower Cam Track Guard,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-108,High Level Cam Insert Track B,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-109,High Level Cam Insert Us D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-110,High Level Cam Track Tsm D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-111,High Level Cam Track,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-112,Inner Dust Nozzle Adaptor,Manesty,express,verified_exact_name_unique_oem,verified,Inner Dust Nozzle Adaptor,EXPRESS,48179,82,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 82; OEM 48179. No third-party replacement number is stored or published.",yes
PGE-MAN-113,Knockdown Plate,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-114,Left Hand Lower Cam Guard,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-115,Locating Plate,Manesty,express,ambiguous_exact_name_multiple_oem,unresolved,,,,80,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact name-and-model search returned multiple OEM numbers; no OEM number published without distinguishing evidence.,no
PGE-MAN-116,Low Level Cam Track B,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-117,Low Level Cam Track Tsm D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-118,Lower Dust Nozzle,Manesty,express,verified_exact_name_unique_oem,verified,Lower Dust Nozzle,EXPRESS,48178,87,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 87; OEM 48178. No third-party replacement number is stored or published.",yes
PGE-MAN-119,Lower Tamping Spring Housing,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-120,Motor Adjustment Lock Screw,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-121,Outer Dust Nozzle,Manesty,express,verified_exact_name_unique_oem,verified,Outer Dust Nozzle,EXPRESS,48180,82,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 82; OEM 48180. No third-party replacement number is stored or published.",yes
PGE-MAN-122,Plate Under Feeder,Manesty,express,verified_exact_name_unique_oem,verified,Plate Under Feeder,Express,48644,85,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 48644 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-123,Powder Recirculation Channel,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-124,Pressure Roller Bushing,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-125,Rear Powder Band,Manesty,express,verified_exact_name_unique_oem,verified,Rear Powder Band,EXPRESS,48616,83,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 83; OEM 48616. No third-party replacement number is stored or published.",yes
PGE-MAN-126,Remote Weight Adjustment Housing,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-127,Right Hand Lower Cam Guard,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-128,Scraper Blade,Manesty,express,ambiguous_exact_name_multiple_oem,unresolved,,,,83,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact name-and-model search returned multiple OEM numbers; no OEM number published without distinguishing evidence.,no
PGE-MAN-129,Scraper Dust Extraction,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-130,Tail Over Die Spring,Manesty,express,verified_exact_name_unique_oem,verified,Tail Over Die Spring,EXPRESS,48643,84,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 84; OEM 48643. No third-party replacement number is stored or published.",yes
PGE-MAN-131,Tail Over Die,Manesty,express,verified_exact_name_unique_oem,verified,Tail Over Die,EXPRESS,48642,84,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 84; OEM 48642. No third-party replacement number is stored or published.",yes
PGE-MAN-132,Take Off Plate,Manesty,express,verified_exact_name_unique_oem,verified,Take Off Plate,EXPRESS,48647,85,151,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 85; OEM 48647. No third-party replacement number is stored or published.",yes
PGE-MAN-133,Tamping Roll Bushing,Manesty,express,exact_name_model_conflict,unresolved,,,,160,167,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-134,Tamping Roll Pin,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-135,Tamping Roll With Bushing Installed,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-136,Thrust Washer,Manesty,express,ambiguous_exact_name_multiple_oem,unresolved,,,,81,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact name-and-model search returned multiple OEM numbers; no OEM number published without distinguishing evidence.,no
PGE-MAN-137,Upper Cam Track Body,Manesty,express,exact_name_model_conflict,unresolved,,,,64,146,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-138,Upper Lifting Cam B,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-139,Upper Lifting Cam Configuration To Be Confirmed,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-140,Upper Lifting Cam Eu Ipt D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
