sku,part_name,manufacturer_reference,model_reference,image_path,identity_source,technical_description_status,search_alias_status,landing_page
PGE-KOR-129,18MM FILL CAM - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-129.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-129/
PGE-KOR-130,6MM FILL CAM ASSEMBLY - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-130.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-130/
PGE-KOR-131,10 MM FILL CAM ASSEMBLY - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-131.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-131/
PGE-KOR-132,18MM FILL CAM ASSEMBLY - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-132.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-132/
PGE-KOR-133,6MM FILL CAM - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-133.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-133/
PGE-KOR-134,10MM FILL CAM - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-134.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-134/
PGE-KOR-135,14MM FILL CAM - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-135.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-135/
PGE-KOR-136,18MM FILL CAM - TSM “B” - WIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-136.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-136/
PGE-KOR-137,FILL CAM LUBE HARDWARE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-137.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-137/
PGE-KOR-138,FILL CAM LUBE HARDWARE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-138.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-138/
PGE-KOR-139,RAM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-139.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-139/
PGE-KOR-140,COMPRESSION ROLLER,Korsch,XL400,/assets/images/parts/korsch/pge-kor-140.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-140/
PGE-KOR-141,FEEDER PAN INSERT (PEEK MATERIAL),Korsch,XL400,/assets/images/parts/korsch/pge-kor-141.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-141/
PGE-KOR-142,TABLET STRIPPING DEVICE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-142.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-142/
PGE-KOR-143,COMPLETE SORTING GATE ASSEMBLY,Korsch,XL400,/assets/images/parts/korsch/pge-kor-143.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-143/
PGE-KOR-144,COMPLETE TABLET STRIPPING DEVICE W/SINGLE SORTING ASSEMBLY,Korsch,XL400,/assets/images/parts/korsch/pge-kor-144.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-144/
PGE-KOR-145,"RIGHT ROTARY VANE,STANDARD",Korsch,XL400,/assets/images/parts/korsch/pge-kor-145.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-145/
PGE-KOR-146,FEEDER PADDLES VANE - DELRIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-146.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-146/
PGE-KOR-147,"LEFT ROTARY VANE,STANDARD",Korsch,XL400,/assets/images/parts/korsch/pge-kor-147.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-147/
PGE-KOR-148,FEEDER PADDLES VANE - DELRIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-148.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-148/
PGE-KOR-149,DOSING VANE STANDARD,Korsch,XL400,/assets/images/parts/korsch/pge-kor-149.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-149/
PGE-KOR-150,DUCTOR FOR MATERIAL STRIPPING DEVICE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-150.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-150/
PGE-KOR-151,EXCESS MATERIAL SCRAPER BLADE-PEEK,Korsch,XL400,/assets/images/parts/korsch/pge-kor-151.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-151/
PGE-KOR-152,EXCESS MATERIAL SCRAPER BLADE-BRONZE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-152.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-152/
PGE-KOR-153,EXCESS MATERIAL SCRAPER BLADE-DELRIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-153.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-153/
PGE-KOR-154,FEEDER PAN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-154.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-154/
PGE-KOR-155,CENTERING PIN FOR DISCHARGE CHUTE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-155.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-155/
PGE-KOR-156,ADJUSTMENT SHAFT,Korsch,XL400,/assets/images/parts/korsch/pge-kor-156.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-156/
PGE-KOR-157,COVER STRIP FOR MATERIAL STRIPPING DEVICE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-157.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-157/
PGE-KOR-158,COVER STRIP FOR MATERIAL STRIPPING DEVICE-PEEK(TAIL OVER DIE),Korsch,XL400,/assets/images/parts/korsch/pge-kor-158.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-158/
PGE-KOR-159,PRESSURE PIECE L=14 = BM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-159.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-159/
PGE-KOR-160,SCRAPER SPRING,Korsch,XL400,/assets/images/parts/korsch/pge-kor-160.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-160/
PGE-KOR-161,EXCESS MATERIAL SCRAPER BLADE ASSEMBLY - PEEK,Korsch,XL400,/assets/images/parts/korsch/pge-kor-161.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-161/
PGE-KOR-162,EXCESS MATERIAL SCRAPER BLADE - STAINLESS STEEL,Korsch,XL400,/assets/images/parts/korsch/pge-kor-162.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-162/
PGE-KOR-163,TEFLON WEAR STRIP,Korsch,XL400,/assets/images/parts/korsch/pge-kor-163.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-163/
PGE-KOR-164,FEEDER PADDLE - PLOW DESIGN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-164.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-164/
PGE-KOR-165,FEEDER PAN WITH SEALING - 30 MM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-165.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-165/
PGE-KOR-166,INSERT AT EXIT - PEEK - 15MM,Korsch,XL400,/assets/images/parts/korsch/pge-kor-166.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-166/
PGE-KOR-167,FEEDER PLATE 15 MM W/ SEALING,Korsch,XL400,/assets/images/parts/korsch/pge-kor-167.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-167/
PGE-KOR-168,PIVOT BRACKET BUSHING/ GLIDE J FLANGE BEARING,Korsch,XL400,/assets/images/parts/korsch/pge-kor-168.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-168/
PGE-KOR-169,CONTROL PIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-169.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-169/
PGE-KOR-170,PIVOT PIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-170.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-170/
PGE-KOR-171,MACHINE SCREW M8 x 100MM DIN912 -PIVOT BRACKET,Korsch,XL400,/assets/images/parts/korsch/pge-kor-171.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-171/
PGE-KOR-172,NUT FOR LEVELING SCREW,Korsch,XL400,/assets/images/parts/korsch/pge-kor-172.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-172/
PGE-KOR-173,PIVOT BRACKET,Korsch,XL400,/assets/images/parts/korsch/pge-kor-173.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-173/
PGE-KOR-174,LEVELING SCREW,Korsch,XL400,/assets/images/parts/korsch/pge-kor-174.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-174/
PGE-KOR-175,PIVOT BRACKET DOWEL PIN,Korsch,XL400,/assets/images/parts/korsch/pge-kor-175.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-175/
PGE-KOR-176,YOKE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-176.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-176/
PGE-KOR-177,TORQUE CONVERTER ASSEMBLY,Korsch,XL400,/assets/images/parts/korsch/pge-kor-177.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-177/
PGE-KOR-178,DIE LOCK SCREW,Korsch,XL400,/assets/images/parts/korsch/pge-kor-178.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-178/
PGE-KOR-179,LOWER PUNCH SCRAPER SEAL 1”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-179.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-179/
PGE-KOR-180,PUNCH RETAINER “D” TOOLING,Korsch,XL400,/assets/images/parts/korsch/pge-kor-180.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-180/
PGE-KOR-181,PUNCH SEAL “B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-181.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-181/
PGE-KOR-182,PUNCH RETAINER STEEL BLACK,Korsch,XL400,/assets/images/parts/korsch/pge-kor-182.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-182/
PGE-KOR-183,PRESSURE SPRING,Korsch,XL400,/assets/images/parts/korsch/pge-kor-183.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-183/
PGE-KOR-184,35 STATION TURRET ASSEMBLY*,Korsch,XL400,/assets/images/parts/korsch/pge-kor-184.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-184/
PGE-KOR-185,"35 STATION TURRET ASSEMBLY* “D” PUNCH,”B” 1.1875 DIES",Korsch,XL400,/assets/images/parts/korsch/pge-kor-185.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-185/
PGE-KOR-186,37 STATION TURRET ASSEMBLY*,Korsch,XL400,/assets/images/parts/korsch/pge-kor-186.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-186/
PGE-KOR-187,44 STATION TURRET ASSEMBLY*,Korsch,XL400,/assets/images/parts/korsch/pge-kor-187.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-187/
PGE-KOR-188,HOLD DOWN DEVICE 2 AMPCO EU-B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-188.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-188/
PGE-KOR-189,SAFETY RAIL,Korsch,XL400,/assets/images/parts/korsch/pge-kor-189.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-189/
PGE-KOR-190,UPPER PUNCH CAM # 1 EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-190.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-190/
PGE-KOR-191,LIFTING CAM - EU “B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-191.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-191/
PGE-KOR-192,HOLD DOWN DEVICE -2 AMPCO EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-192.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-192/
PGE-KOR-193,UPPER PUNCH CAM #3 EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-193.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-193/
PGE-KOR-194,HOLD DOWN DEVICE 1 TSM B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-194.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-194/
PGE-KOR-195,UPPER RAISING CAM - TSM B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-195.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-195/
PGE-KOR-196,UPPER PUNCH REMOVAL CAM - TSM B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-196.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-196/
PGE-KOR-197,UPPER CAM TRACK - TSM B,Korsch,XL400,/assets/images/parts/korsch/pge-kor-197.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-197/
PGE-KOR-198,UPPER CAM TRACK BLUE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-198.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-198/
PGE-KOR-199,SAFETY RAIL 2 EU “B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-199.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-199/
PGE-KOR-200,SAFETY RAIL 2 EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-200.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-200/
PGE-KOR-201,RAIL,Korsch,XL400,/assets/images/parts/korsch/pge-kor-201.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-201/
PGE-KOR-202,STRIP 29 X 83 X 100,Korsch,XL400,/assets/images/parts/korsch/pge-kor-202.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-202/
PGE-KOR-203,CAM TRACK EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-203.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-203/
PGE-KOR-204,CAM TRACK EU “B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-204.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-204/
PGE-KOR-205,LOWERING CAM EU “B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-205.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-205/
PGE-KOR-206,UPPER PUNCH CAM #4 EU”B”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-206.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-206/
PGE-KOR-207,COMPRESSION KEEPING PLATE FOR TRANSITION RAIL,Korsch,XL400,/assets/images/parts/korsch/pge-kor-207.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-207/
PGE-KOR-208,PUNCH REMOVAL CAM INSERT,Korsch,XL400,/assets/images/parts/korsch/pge-kor-208.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-208/
PGE-KOR-209,CAM COVER BLUE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-209.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-209/
PGE-KOR-210,LIFTING CAM EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-210.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-210/
PGE-KOR-211,UPPER CAM PUNCH #4 EU “D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-211.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-211/
PGE-KOR-212,LOWERING CAM EU”D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-212.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-212/
PGE-KOR-213,SPRING PIECE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-213.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-213/
PGE-KOR-214,HOLD DOWN DEVICE EU “D”,Korsch,XL400,/assets/images/parts/korsch/pge-kor-214.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-214/
PGE-KOR-215,INSIDE PUNCH REMOVAL - LONG - TSM “B” - BRONZE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-215.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-215/
PGE-KOR-216,INSIDE PUNCH REMOVAL - SHORT - TSM “B” - BRONZE,Korsch,XL400,/assets/images/parts/korsch/pge-kor-216.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-216/
PGE-KOR-217,RETAINING RING A12 X 1 DIN471,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-217.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-217/
PGE-KOR-218,OIL PIPE 3,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-218.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-218/
PGE-KOR-219,PRESSURE SPRING - RAM,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-219.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-219/
PGE-KOR-220,MODIFIED SCREW,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-220.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-220/
PGE-KOR-221,OIL PIPE 1,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-221.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-221/
